countryname,year,v2xps_party,PI_7,normalPS,avg_psi,avg_pi7,avg_nps
Australia,1997,0.94509539292068,0.7487009416919006,0.7686503308528959,0.7115383422399811,0.3607113937575838,0.6114117340250356
Australia,1998,0.944236549904914,0.7409319223520734,0.765501818976154,0.7171952640942274,0.36981903837273816,0.6151027439177457
Australia,1999,0.944236549904914,0.7409319223520734,0.765501818976154,0.720291142205442,0.37476920194905733,0.6171088721213348
Australia,2e3,0.944236549904914,0.7409319223520734,0.765501818976154,0.7076039894226702,0.35242476670330086,0.608053453840973
Australia,2001,0.944236549904914,0.7409319223520734,0.765501818976154,0.7134158488790454,0.3441028829451552,0.6046808853476667
Australia,2002,0.944236549904914,0.7409319223520734,0.765501818976154,0.7060408390388146,0.3398415115327129,0.6029539005228894
Australia,2003,0.944236549904914,0.7409319223520734,0.765501818976154,0.7170934424995747,0.3544596027213908,0.6088781017263676
Australia,2004,0.944236549904914,0.7409319223520734,0.765501818976154,0.7152445874610159,0.3408993421257579,0.6033826022727627
Australia,2005,0.944236549904914,0.7409319223520734,0.765501818976154,0.7068170813274306,0.3295306010732775,0.5987752490584592
Australia,2006,0.944236549904914,0.7033213039817806,0.7502595504927407,0.7020153598523025,0.3244611415576944,0.5967207743821443
Australia,2007,0.944236549904914,0.7033213039817806,0.7502595504927407,0.70676704591035,0.33004504710281046,0.5989837360454364
Australia,2008,0.944236549904914,0.7033213039817806,0.7502595504927407,0.7080186010032066,0.33798937145009156,0.6022032929117552
Australia,2009,0.944236549904914,0.7033213039817806,0.7502595504927407,0.7149570140306905,0.35335584564215,0.6084307875775647
Australia,2010,0.945279430709772,0.7146037137916418,0.7548319166731817,0.7169616776696097,0.35661493366465724,0.6097515819915531
Australia,2011,0.945279430709772,0.7146037137916418,0.7548319166731817,0.712978448085577,0.34495222471416315,0.6050250938674507
Australia,2012,0.945279430709772,0.7418650696678885,0.7658799909536044,0.7127343732818799,0.3420047506694103,0.6038305857023443
Australia,2013,0.937856573216367,0.6273743298099608,0.7194808975221191,0.6811671282217567,0.31201947834463,0.5916786033333556
Australia,2014,0.937856573216367,0.6273743298099608,0.7194808975221191,0.6867194825909015,0.2965003119027802,0.5853892278379426
Austria,1919,0.892153855591681,0.598574984071322,0.7078095297298337,0.6810271196198441,0.35115794384668786,0.6075400548345724
Austria,1920,0.892153855591681,0.598574984071322,0.7078095297298337,0.6732036597228918,0.3178325177195961,0.5940344249256927
Austria,1921,0.892153855591681,0.598574984071322,0.7078095297298337,0.6991376515025371,0.32156680774633056,0.5955478020954597
Austria,1922,0.892153855591681,0.598574984071322,0.7078095297298337,0.6924643929185643,0.3230988409483717,0.5961686815811705
Austria,1923,0.892153855591681,0.598574984071322,0.7078095297298337,0.7213492599051767,0.3461407472131304,0.6055067604768501
Austria,1924,0.892153855591681,0.598574984071322,0.7078095297298337,0.7370168156009516,0.35195971788734287,0.6078649858173703
Austria,1925,0.892153855591681,0.598574984071322,0.7078095297298337,0.7237614694979274,0.34678445451575657,0.6057676325378932
Austria,1926,0.892153855591681,0.598574984071322,0.7078095297298337,0.7164727453666783,0.357030224107731,0.6099198846865422
Austria,1927,0.892153855591681,0.598574984071322,0.7078095297298337,0.7328455545436099,0.36491455551401286,0.6131151285116657
Austria,1928,0.892153855591681,0.598574984071322,0.7078095297298337,0.7388773694865346,0.3600117833056777,0.6111282063723721
